section,language_type,en,ja,positions,followed
section14,word,ought to do,～するべきである,[],You ought to think over whether the premise is valid or not.
section14,word,think～over,～を(どうしたらいいのか)よく[慎重に]考える,[],You ought to think over whether the premise is valid or not.
section14,word,premise,(論理などの)前提,[],You ought to think over whether the premise is valid or not.
section14,word,valid,(理由・議論などが)妥当な,[],You ought to think over whether the premise is valid or not.
section14,word,above all,とりわけ,[],"Above all, scientific terms call for precise definitions"
section14,word,scientific,科学の,[],"Above all, scientific terms call for precise definitions"
section14,word,term,(専門)用語,[],"Above all, scientific terms call for precise definitions"
section14,word,call for,～を必要とする,[],"Above all, scientific terms call for precise definitions"
section14,word,precise,厳密な,[],"Above all, scientific terms call for precise definitions"
section14,word,definition,定義,[],"Above all, scientific terms call for precise definitions"
section15,word,first of all,何よりもまず,[],"First of all, learn the formula by heart."
section15,word,formula,(数学など)公式,[],"First of all, learn the formula by heart."
section15,word,learn ～ by heart,～を暗記する,[],"First of all, learn the formula by heart."
section15,word,calculate,～を計算する,[],"To calculate the volume, multiply the length by the width by the depth."
section15,word,volume,体積、容積,[],"To calculate the volume, multiply the length by the width by the depth."
section15,word,multiply A by B,AにBを掛ける,[],"To calculate the volume, multiply the length by the width by the depth."
section15,word,length,縦,[],"To calculate the volume, multiply the length by the width by the depth."
section15,word,width,横,[],"To calculate the volume, multiply the length by the width by the depth."
section15,word,depth,深さ,[],"To calculate the volume, multiply the length by the width by the depth."
section15,word,tiny,とても小さな,[],Tiny cracks were found in the bottom of the barrel.
section15,word,crack,ひび,[],Tiny cracks were found in the bottom of the barrel.
section15,word,bottom,[the-]底,[],Tiny cracks were found in the bottom of the barrel.
section15,word,barrel,樽,[],Tiny cracks were found in the bottom of the barrel.
section15,word,chapter,(書物などの)章,[],This chapter will focus on the concepts of geometry.
section15,word,focus on,～に焦点をあてる,[],This chapter will focus on the concepts of geometry.
section15,word,concept,概念、考え,[],This chapter will focus on the concepts of geometry.
section15,word,geometry,幾何学,[],This chapter will focus on the concepts of geometry.
section15,word,be interested (in),(～に)関心[興味]がある,[],Phil is much more interested in academic subjects than in practical skills.
section15,word,academic,(純粋に)学問的な,[],Phil is much more interested in academic subjects than in practical skills.
section15,word,subject,主題、テーマ,[],Phil is much more interested in academic subjects than in practical skills.
section15,word,practical,実用的な,[],Phil is much more interested in academic subjects than in practical skills.
section15,word,skill,(実用的な)技能[技術],[],Phil is much more interested in academic subjects than in practical skills.
section15,word,go wrong with,～(機械)の調子が悪くなる,[],"Something's gone wrong with this microscope. I need to have it repaired. ""Let me see it. Maybe I can fix it."""
section15,word,microscope,顕微鏡,[],"Something's gone wrong with this microscope. I need to have it repaired. ""Let me see it. Maybe I can fix it."""
section15,word,have A done,(専門家の人に)Aを～してもらう,[],"Something's gone wrong with this microscope. I need to have it repaired. ""Let me see it. Maybe I can fix it."""
section15,word,have ～ repaired,～を(誰かに)修理してもらう,[],"Something's gone wrong with this microscope. I need to have it repaired. ""Let me see it. Maybe I can fix it."""
section15,word,Let me see it.,(ちょっと)見せて,[],"Something's gone wrong with this microscope. I need to have it repaired. ""Let me see it. Maybe I can fix it."""
section15,word,fix,～を修理する,[],"Something's gone wrong with this microscope. I need to have it repaired. ""Let me see it. Maybe I can fix it."""
section15,word,instrument,(医療・計測用などの)器具,[],"What is 'an instrument? ""For instance, a gauge, such as a thermometer or a barometer."""
section15,word,for instance,例えば,[],"What is 'an instrument? ""For instance, a gauge, such as a thermometer or a barometer."""
section15,word,gauge/gage,計器,[],"What is 'an instrument? ""For instance, a gauge, such as a thermometer or a barometer."""
section15,word,such as,(例えば)～とか[みたいな],[],"What is 'an instrument? ""For instance, a gauge, such as a thermometer or a barometer."""
section15,word,thermometer,温度計,[],"What is 'an instrument? ""For instance, a gauge, such as a thermometer or a barometer."""
section15,word,barometer,気圧計,[],"What is 'an instrument? ""For instance, a gauge, such as a thermometer or a barometer."""
section15,word,minute (1),極めて小さい[細かい],[],The minute particles are barely visible to the naked eye.
section15,word,particle,粒子,[],The minute particles are barely visible to the naked eye.
section15,word,barely,何とか～(する)、かろうじて～,[],The minute particles are barely visible to the naked eye.
section15,word,visible,目に見える,[],The minute particles are barely visible to the naked eye.
section15,word,the naked eye,肉眼,[],The minute particles are barely visible to the naked eye.
section15,word,muscle,筋肉,[],Muscle tissue consists of a vast number of cells.
section15,word,tissue,(細胞からなる動植物の)組織,[],Muscle tissue consists of a vast number of cells.
section15,word,consist of,～から成る,[],Muscle tissue consists of a vast number of cells.
section15,word,vast,膨大な,[],Muscle tissue consists of a vast number of cells.
section15,word,cell,細胞,[],Muscle tissue consists of a vast number of cells.
section15,word,substance,物質,[],This substance is mostly composed of hydrogen and oxygen.
section15,word,mostly,主に,[],This substance is mostly composed of hydrogen and oxygen.
section15,word,be composed of,～から構成されている,[],This substance is mostly composed of hydrogen and oxygen.
section15,word,hydrogen,水素,[],This substance is mostly composed of hydrogen and oxygen.
section15,word,oxygen,酸素,[],This substance is mostly composed of hydrogen and oxygen.
section15,word,exact,正確な,[],The exact temperature is 22.68 degrees Celsius.
section15,word,temperature,温度、体温,[],The exact temperature is 22.68 degrees Celsius.
